07,00,183,0
07,01,232,0
07,02,308,0
07,03,468,0
07,04,570,0
07,05,752,0
07,06,774,0
07,07,660,0
07,08,970,0
07,09,1157,1
07,10,938,0
07,11,635,0
07,12,466,0
07,13,392,0
07,14,267,0
07,15,144,0
07,16,253,0
07,17,242,0
07,18,649,0
07,19,641,0
07,20,457,0
07,21,290,0
07,22,204,0
07,23,485,0
08,00,211,0
08,01,202,0
08,02,317,0
08,03,452,0
08,04,588,0
08,05,755,0
08,06,810,0
08,07,670,0
08,08,903,0
08,09,1247,1
08,10,984,0
08,11,590,0
08,12,487,0
08,13,389,0
08,14,306,0
08,15,46,0
08,16,356,0
08,17,285,0
08,18,656,0
08,19,622,0
08,20,484,0
08,21,327,0
08,22,179,0
08,23,483,0
09,00,149,0
09,01,186,0
09,02,258,0
09,03,447,0
09,04,601,0
09,05,682,0
09,06,845,0
09,07,664,0
09,08,1003,0
09,09,1073,1
09,10,928,0
09,11,723,0
09,12,464,0
09,13,529,0
09,14,322,0
09,15,246,0
09,16,215,0
09,17,114,0
09,18,617,0
09,19,688,0
09,20,523,0
09,21,461,0
09,22,388,0
09,23,485,0
10,00,151,0
10,01,138,0
10,02,138,0
10,03,343,0
10,04,521,0
10,05,643,0
10,06,697,0
10,07,687,0
10,08,1156,1
10,09,1135,1
10,10,885,0
10,11,649,0
10,12,551,0
10,13,440,0
10,14,456,0
10,15,410,0
10,16,308,0
10,17,286,0
10,18,410,0
10,19,580,0
10,20,455,0
10,21,452,0
10,22,392,0
10,23,483,0
11,00,307,0
11,01,72,0
11,02,104,0
11,03,265,0
11,04,469,0
11,05,559,0
11,06,674,0
11,07,1010,0
11,08,1090,1
11,09,1038,0
11,10,694,0
11,11,608,0
11,12,532,0
11,13,492,0
11,14,469,0
11,15,432,0
11,16,418,0
11,17,355,0
11,18,335,0
11,19,464,0
11,20,332,0
11,21,232,0
11,22,228,0
11,23,483,0
12,00,279,0
12,01,290,0
12,02,365,0
12,03,442,0
12,04,563,0
12,05,719,0
12,06,804,0
12,07,707,0
12,08,1001,0
12,09,1164,1
12,10,931,0
12,11,685,0
12,12,451,0
12,13,446,0
12,14,226,0
12,15,58,0
12,16,245,0
12,17,216,0
12,18,576,0
12,19,652,0
12,20,460,0
12,21,297,0
12,22,179,0
12,23,483,0
13,00,262,0
13,01,313,0
13,02,388,0
13,03,476,0
13,04,605,0
13,05,753,0
13,06,787,0
13,07,706,0
13,08,1035,0
13,09,1119,1
13,10,917,0
13,11,674,0
13,12,505,0
13,13,410,0
13,14,264,0
13,15,139,0
13,16,141,0
13,17,263,0
13,18,625,0
13,19,643,0
13,20,426,0
13,21,350,0
13,22,265,0
13,23,483,0
14,00,265,0
14,01,199,0
14,02,319,0
14,03,414,0
14,04,612,0
14,05,730,0
14,06,812,0
14,07,602,0
14,08,917,0
14,09,1089,1
14,10,825,0
14,11,629,0
14,12,548,0
14,13,417,0
14,14,297,0
14,15,163,0
14,16,210,0
14,17,304,0
14,18,667,0
14,19,701,0
14,20,382,0
14,21,343,0
14,22,303,0
14,23,485,0
15,00,152,0
15,01,197,0
15,02,266,0
15,03,439,0
15,04,571,0
15,05,737,0
15,06,785,0
15,07,614,0
15,08,920,0
15,09,1073,1
15,10,993,0
15,11,676,0
15,12,492,0
15,13,369,0
15,14,322,0
15,15,240,0
15,16,145,0
15,17,345,0
15,18,729,0
15,19,606,0
15,20,516,0
15,21,316,0
15,22,273,0
15,23,485,0
16,00,166,0
16,01,123,0
16,02,240,0
16,03,402,0
16,04,537,0
16,05,701,0
16,06,838,0
16,07,726,0
16,08,1016,0
16,09,1159,1
16,10,899,0
16,11,626,0
16,12,542,0
16,13,502,0
16,14,272,0
16,15,230,0
16,16,221,0
16,17,226,0
16,18,604,0
16,19,675,0
16,20,488,0
16,21,498,0
16,22,369,0
16,23,483,0
17,00,276,0
17,01,98,0
17,02,98,0
17,03,421,0
17,04,453,0
17,05,599,0
17,06,682,0
17,07,652,0
17,08,1048,0
17,09,1002,0
17,10,827,0
17,11,690,0
17,12,635,0
17,13,437,0
17,14,453,0
17,15,389,0
17,16,347,0
17,17,400,0
17,18,329,0
17,19,532,0
17,20,564,0
17,21,461,0
17,22,472,0
17,23,483,0
18,00,361,0
18,01,0,0
18,02,223,0
18,03,248,0
18,04,296,0
18,05,491,0
18,06,670,0
18,07,908,0
18,08,1063,1
18,09,1016,0
18,10,687,0
18,11,652,0
18,12,546,0
18,13,520,0
18,14,458,0
18,15,376,0
18,16,385,0
18,17,467,0
18,18,441,0
18,19,421,0
18,20,385,0
18,21,245,0
18,22,286,0
18,23,483,0
19,00,236,0
19,01,204,0
19,02,299,0
19,03,396,0
19,04,501,0
19,05,607,0
19,06,720,0
19,07,754,0
19,08,997,0
19,09,1079,1
19,10,916,0
19,11,718,0
19,12,613,0
19,13,462,0
19,14,428,0
19,15,266,0
19,16,351,0
19,17,157,0
19,18,402,0
19,19,561,0
19,20,395,0
19,21,332,0
19,22,279,0
19,23,485,0
20,00,208,0
20,01,273,0
20,02,367,0
20,03,484,0
20,04,609,0
20,05,747,0
20,06,751,0
20,07,653,0
20,08,994,0
20,09,1168,1
20,10,966,0
20,11,656,0
20,12,548,0
20,13,391,0
20,14,280,0
20,15,226,0
20,16,100,0
20,17,298,0
20,18,624,0
20,19,622,0
20,20,390,0
20,21,334,0
20,22,149,0
20,23,483,0
21,00,216,0
21,01,286,0
21,02,272,0
21,03,431,0
21,04,557,0
21,05,738,0
21,06,783,0
21,07,707,0
21,08,987,0
21,09,1185,1
21,10,976,0
21,11,589,0
21,12,543,0
21,13,473,0
21,14,277,0
21,15,106,0
21,16,286,0
21,17,244,0
21,18,661,0
21,19,680,0
21,20,448,0
21,21,297,0
21,22,262,0
21,23,485,0
22,00,280,0
22,01,232,0
22,02,313,0
22,03,418,0
22,04,587,0
22,05,795,0
22,06,732,0
22,07,747,0
22,08,991,0
22,09,1099,1
22,10,922,0
22,11,636,0
22,12,487,0
22,13,455,0
22,14,313,0
22,15,160,0
22,16,167,0
22,17,464,0
22,18,674,0
22,19,663,0
22,20,480,0
22,21,285,0
22,22,210,0
22,23,485,0
23,00,170,0
23,01,159,0
23,02,249,0
23,03,438,0
23,04,614,0
23,05,702,0
23,06,787,0
23,07,679,0
23,08,1027,0
23,09,1166,1
23,10,854,0
23,11,624,0
23,12,480,0
23,13,413,0
23,14,287,0
23,15,191,0
23,16,312,0
23,17,300,0
23,18,571,0
23,19,673,0
23,20,488,0
23,21,378,0
23,22,413,0
23,23,485,0
24,00,292,0
24,01,128,0
24,02,198,0
24,03,374,0
24,04,485,0
24,05,664,0
24,06,732,0
24,07,735,0
24,08,891,0
24,09,1191,1
24,10,866,0
24,11,631,0
24,12,559,0
24,13,461,0
24,14,481,0
24,15,417,0
24,16,298,0
24,17,314,0
24,18,412,0
24,19,603,0
24,20,550,0
24,21,360,0
24,22,422,0
24,23,485,0
25,00,277,0
25,01,75,0
25,02,57,0
25,03,262,0
25,04,444,0
25,05,627,0
25,06,811,0
25,07,951,0
25,08,966,0
25,09,1003,0
25,10,709,0
25,11,584,0
25,12,617,0
25,13,539,0
25,14,488,0
25,15,366,0
25,16,395,0
25,17,326,0
25,18,341,0
25,19,363,0
25,20,351,0
25,21,228,0
25,22,221,0
25,23,483,0
26,00,265,0
26,01,275,0
26,02,370,0
26,03,446,0
26,04,577,0
26,05,722,0
26,06,766,0
26,07,658,0
26,08,994,0
26,09,1192,1
26,10,938,0
26,11,658,0
26,12,464,0
26,13,521,0
26,14,197,0
26,15,122,0
26,16,237,0
26,17,258,0
26,18,561,0
26,19,687,0
26,20,407,0
26,21,159,0
26,22,112,0
26,23,485,0
27,00,336,0
27,01,254,0
27,02,362,0
27,03,420,0
27,04,601,0
27,05,793,0
27,06,825,0
27,07,659,0
27,08,1031,0
27,09,1312,1
27,10,894,0
27,11,700,0
27,12,533,0
27,13,396,0
27,14,196,0
27,15,201,0
27,16,194,0
27,17,292,0
27,18,623,0
27,19,651,0
27,20,406,0
27,21,283,0
27,22,203,0
27,23,483,0
28,00,263,0
28,01,197,0
28,02,311,0
28,03,415,0
28,04,559,0
28,05,726,0
28,06,800,0
28,07,636,0
28,08,1045,0
28,09,1104,1
28,10,972,0
28,11,702,0
28,12,533,0
28,13,324,0
28,14,172,0
28,15,270,0
28,16,276,0
28,17,247,0
28,18,700,0
28,19,670,0
28,20,426,0
28,21,298,0
28,22,173,0
28,23,485,0
