01,00,36,0
01,01,217,0
01,02,287,0
01,03,342,0
01,04,385,0
01,05,510,0
01,06,566,0
01,07,664,0
01,08,727,0
01,09,815,0
01,10,972,0
01,11,903,0
01,12,767,0
01,13,611,0
01,14,540,0
01,15,378,0
01,16,473,0
01,17,285,0
01,18,481,0
01,19,471,0
01,20,483,0
01,21,272,0
01,22,361,0
01,23,549,0
02,00,411,0
02,01,330,0
02,02,472,0
02,03,560,0
02,04,654,0
02,05,726,0
02,06,834,0
02,07,790,0
02,08,940,0
02,09,1102,1
02,10,998,0
02,11,807,0
02,12,737,0
02,13,617,0
02,14,325,0
02,15,189,0
02,16,204,0
02,17,191,0
02,18,750,0
02,19,663,0
02,20,502,0
02,21,338,0
02,22,286,0
02,23,547,0
03,00,374,0
03,01,264,0
03,02,370,0
03,03,534,0
03,04,667,0
03,05,717,0
03,06,925,0
03,07,739,0
03,08,1022,0
03,09,1188,1
03,10,1007,0
03,11,832,0
03,12,681,0
03,13,473,0
03,14,342,0
03,15,175,0
03,16,161,0
03,17,286,0
03,18,694,0
03,19,757,0
03,20,495,0
03,21,337,0
03,22,288,0
03,23,547,0
04,00,246,0
04,01,328,0
04,02,372,0
04,03,543,0
04,04,652,0
04,05,781,0
04,06,869,0
04,07,717,0
04,08,1026,0
04,09,1140,1
04,10,1008,0
04,11,823,0
04,12,605,0
04,13,448,0
04,14,375,0
04,15,225,0
04,16,242,0
04,17,282,0
04,18,651,0
04,19,686,0
04,20,585,0
04,21,297,0
04,22,290,0
04,23,547,0
05,00,321,0
05,01,267,0
05,02,348,0
05,03,463,0
05,04,661,0
05,05,769,0
05,06,896,0
05,07,707,0
05,08,989,0
05,09,1152,1
05,10,1017,0
05,11,836,0
05,12,632,0
05,13,439,0
05,14,402,0
05,15,139,0
05,16,281,0
05,17,317,0
05,18,654,0
05,19,766,0
05,20,588,0
05,21,489,0
05,22,454,0
05,23,549,0
06,00,328,0
06,01,176,0
06,02,81,0
06,03,351,0
06,04,575,0
06,05,707,0
06,06,744,0
06,07,716,0
06,08,1006,0
06,09,1257,1
06,10,1055,0
06,11,798,0
06,12,617,0
06,13,598,0
06,14,470,0
06,15,323,0
06,16,344,0
06,17,355,0
06,18,561,0
06,19,689,0
06,20,543,0
06,21,472,0
06,22,407,0
06,23,547,0
07,00,371,0
07,01,151,0
07,02,76,0
07,03,363,0
07,04,484,0
07,05,619,0
07,06,715,0
07,07,1044,0
07,08,1191,1
07,09,1159,1
07,10,857,0
07,11,742,0
07,12,567,0
07,13,593,0
07,14,500,0
07,15,489,0
07,16,357,0
07,17,297,0
07,18,364,0
07,19,479,0
07,20,489,0
07,21,308,0
07,22,316,0
07,23,549,0
08,00,252,0
08,01,352,0
08,02,394,0
08,03,462,0
08,04,592,0
08,05,771,0
08,06,809,0
08,07,741,0
08,08,1065,0
08,09,1303,1
08,10,1136,1
08,11,672,0
08,12,512,0
08,13,350,0
08,14,181,0
08,15,191,0
08,16,189,0
08,17,289,0
08,18,855,0
08,19,705,0
08,20,556,0
08,21,292,0
08,22,258,0
08,23,547,0
09,00,269,0
09,01,327,0
09,02,419,0
09,03,543,0
09,04,608,0
09,05,828,0
09,06,694,0
09,07,717,0
09,08,1034,0
09,09,1229,1
09,10,1122,1
09,11,630,0
09,12,637,0
09,13,281,0
09,14,208,0
09,15,188,0
09,16,277,0
09,17,520,0
09,18,843,0
09,19,742,0
09,20,528,0
09,21,152,0
09,22,242,0
09,23,547,0
10,00,275,0
